,0,1,2
68,ARNZ70R1187B9A4824,AR12F2S1187FB56EEF,1.1568322981366457
69,ARNZ70R1187B9A4824,ARXGOFQ1187FB4E311,1.7898629747285564
70,ARNZ70R1187B9A4824,AR4ZNBW1187FB554B8,1.888198757763973
71,ARNZ70R1187B9A4824,AR6PJ8R1187FB5AD70,1.7672492657325825
72,ARNZ70R1187B9A4824,ARR3ONV1187B9A2F59,1.3597308488612831
73,ARNZ70R1187B9A4824,ARN5NHX1187FB4F755,1.3398775137905572
74,ARNZ70R1187B9A4824,AR9AWNF1187B9AB0B4,1.759408111070514
75,ARNZ70R1187B9A4824,AR4VT3E1187FB570BB,1.5344985314651645
76,ARNZ70R1187B9A4824,ARZVTZN1187FB579D4,1.734989648033125
77,ARNZ70R1187B9A4824,ARIJE1A1187B9A458D,1.9520958083832314
78,ARNZ70R1187B9A4824,ARDEBMB1187B9B7CBA,1.426137317441665
79,ARNZ70R1187B9A4824,ARPAB1I1187B9AD8E4,1.582156973461321
80,ARNZ70R1187B9A4824,AR426001187FB3F2A1,1.8452420463704895
81,ARNZ70R1187B9A4824,ARUGAPO1187B9B21DB,1.695181629964238
82,ARNZ70R1187B9A4824,ARXFMP01187FB40768,1.7143738161314472
83,ARNZ70R1187B9A4824,AR212SC1187FB4A4F9,1.7378228179143513
84,ARNZ70R1187B9A4824,AR6Q4T91187B995616,1.9059147374364758
85,ARNZ70R1187B9A4824,ARR6LWJ1187FB44C8B,1.2903519668737056
86,ARNZ70R1187B9A4824,ARKSZW81187B9B695D,1.7593167701863341
87,ARNZ70R1187B9A4824,ARBFQ7L1187B9ACD48,1.6522702104097453
88,ARNZ70R1187B9A4824,ARJIE2Y1187B994AB7,1.7890124705089308
89,ARNZ70R1187B9A4824,ARUGU0E1187B9B30F6,1.676219534343103
90,ARNZ70R1187B9A4824,AR56P361187B9AC4DB,1.3462428449640722
91,ARNZ70R1187B9A4824,ARG8DXO1187B9AF743,1.5672554347826089
92,ARNZ70R1187B9A4824,ARFAN5B1187FB3A6BB,1.649641967005578
93,ARNZ70R1187B9A4824,ARDCFNZ1187FB3DDB0,1.654491517567442
94,ARNZ70R1187B9A4824,AR1CB5G1187B9AFB8E,1.4995116996757685
95,ARNZ70R1187B9A4824,ARLIBVA1187B99074B,1.3297840875480629
96,ARNZ70R1187B9A4824,AR4KS8C1187FB4CF3D,1.6012422360248437
97,ARNZ70R1187B9A4824,AR7AE0W1187B98E40E,1.851974775970792
98,ARNZ70R1187B9A4824,AR7BGWD1187FB59CCB,1.7280116555478882
99,ARNZ70R1187B9A4824,ARIOZCU1187FB3A3DC,1.9068322981366461
100,ARNZ70R1187B9A4824,AR949HL1187B98FAB5,1.9875776397515503
101,ARNZ70R1187B9A4824,ARJDHQE11F4C83D7DE,1.9749990233993493
102,ARNZ70R1187B9A4824,AR6CLFP1187B9ACB94,1.7606090963734713
103,ARNZ70R1187B9A4824,ARMBTFC1187FB56343,1.6070016939582161
104,ARNZ70R1187B9A4824,AR1ABAO1187FB531E1,1.3234849756588887
105,ARNZ70R1187B9A4824,ARA60941187B9AD4A3,1.5953598830836673
106,ARNZ70R1187B9A4824,ARWA6NT1187FB3F15C,1.275943038933495
107,ARNZ70R1187B9A4824,AR2KSTE1187FB57A36,1.4658385093167696
108,ARNZ70R1187B9A4824,ARAIABB1187B9AC6E2,1.5051759834368523
109,ARNZ70R1187B9A4824,ARWX5TK1187FB4CDBE,1.3977066411849015
110,ARNZ70R1187B9A4824,ARNLO5S1187B9B80CC,1.3524844720496898
111,ARNZ70R1187B9A4824,ARO4NIA1187B9B8289,1.9605567393571186
112,ARNZ70R1187B9A4824,ARLHO5Z1187FB4C861,1.7474553673051265
113,ARNZ70R1187B9A4824,ARO4WQR1187B9B9825,1.6673398620584527
114,ARNZ70R1187B9A4824,AROTVAL1271F5743BC,1.3509794553272805
115,ARNZ70R1187B9A4824,ARISHTQ1187FB3E6F0,1.7030100334448142
116,ARNZ70R1187B9A4824,ARXRNDO1187FB42BE5,1.4453071083505862
117,ARNZ70R1187B9A4824,ARBEOHF1187B9B044D,1.6211180124223596
118,ARNZ70R1187B9A4824,AR10V391187B9956D5,1.7513673866691375
119,ARNZ70R1187B9A4824,ARZC45S1187FB3F374,1.3897185146028803
120,ARNZ70R1187B9A4824,ARWZ9W91187B9B2B29,1.5468245943473444
121,ARNZ70R1187B9A4824,ARKC83D1187B9AB367,1.7464477154769
122,ARNZ70R1187B9A4824,ARJ7SQ31187B9AF432,1.4963297571993213
123,ARNZ70R1187B9A4824,ARFCUN31187B9AD578,1.3692646764175516
124,ARNZ70R1187B9A4824,AR039B11187B9B30D0,1.9217391304347797
125,ARNZ70R1187B9A4824,ARAPH9U1187B9B34F0,1.6030578117534635
126,ARNZ70R1187B9A4824,ARVZDOM1187B9B49C9,1.6370631315472322
127,ARNZ70R1187B9A4824,AR7RTGF1187FB38793,1.9065149385682554
128,ARNZ70R1187B9A4824,ARM0RY81187B9AF248,1.8735697940503406
129,ARNZ70R1187B9A4824,ARF0W6Z1187B9AC325,1.7826086956521738
130,ARNZ70R1187B9A4824,ARYECDK1187FB45587,1.3522998740390044
131,ARNZ70R1187B9A4824,ARIFGKC1187B9B04D5,1.8733874820831324
132,ARJGQDS1187B99DDEA,ARAZCWP129462A97F1,1.8806401249024203
133,ARJGQDS1187B99DDEA,ARE8GLF1187FB52532,1.9707889125799551
134,ARJGQDS1187B99DDEA,ARN69L01187B99DFFA,1.2571428571428562
135,ARJGQDS1187B99DDEA,ARH6W4X1187B99274F,1.9593803786574886
136,ARJGQDS1187B99DDEA,ARKBTPV1187FB38A79,1.7578860445912485
137,ARJGQDS1187B99DDEA,ARMEW4Q1187FB57238,1.9102425876010778
138,ARJGQDS1187B99DDEA,ARO5T1P1187B9AC680,1.897441364605542
139,ARJGQDS1187B99DDEA,ARVT7941187B9AEB48,2.0000000000000013
140,ARJGQDS1187B99DDEA,AR03BDP1187FB5B324,1.9864864864864875
141,ARJGQDS1187B99DDEA,ARUFTTR1187FB3A4B0,1.9714285714285713
142,ARJGQDS1187B99DDEA,ARW2AMZ1187FB381AC,1.9142857142857135
143,ARJGQDS1187B99DDEA,AR91C8S1187B990901,1.9775280898876368
144,ARJGQDS1187B99DDEA,ARB054P1187B9AD32E,2.000000000000002
145,ARJGQDS1187B99DDEA,AR57Z841187B9B7D7D,1.8799999999999997
146,ARJGQDS1187B99DDEA,AR6LKUT1187FB57287,1.9430597771023264
147,ARJGQDS1187B99DDEA,AR1RMYB1187FB5A59E,1.9714285714285684
148,ARJGQDS1187B99DDEA,AR5KAA01187FB5AEB7,1.8614573346117003
149,ARJGQDS1187B99DDEA,ARSF0K11187B9AF319,1.8549517966695863
150,ARJGQDS1187B99DDEA,ARLLANI1187FB5116F,1.9705882352941173
151,ARJGQDS1187B99DDEA,ARMM6WZ1187FB4958D,1.8115183246073279
152,ARJGQDS1187B99DDEA,AR8L6W21187B9AD317,1.8734693877550983
153,ARJGQDS1187B99DDEA,ARE2G8K1187FB53219,2.000000000000001
154,ARJGQDS1187B99DDEA,ARJA1841187FB3A029,1.904081632653062
155,ARJGQDS1187B99DDEA,ARAPI451187B9B6E6F,1.9132505175983445
156,ARJGQDS1187B99DDEA,AR20CFC1187B98A25D,1.3203098106712574
157,ARJGQDS1187B99DDEA,ARVHQNN1187B9B9FA3,1.9157842157842178
158,ARJGQDS1187B99DDEA,ARUM60L1187B9A7E1F,1.8152988855116483
159,ARJGQDS1187B99DDEA,AR6681Y1187FB39B02,1.856043956043954
160,ARJGQDS1187B99DDEA,AR5FP401187FB523C9,1.9534883720930245
161,ARJGQDS1187B99DDEA,ARSC6WR1187FB40B18,1.181362346263009
162,ARJGQDS1187B99DDEA,AR65K7A1187FB4DAA4,1.949367088607597
163,ARJGQDS1187B99DDEA,ARYVO9V1187B9B1FC6,1.9857142857142813
164,ARJGQDS1187B99DDEA,ARCNOK81187B98CA3F,1.9567226890756282
165,ARJGQDS1187B99DDEA,ARP061U1187FB4D572,1.9427543679342214
166,ARJGQDS1187B99DDEA,ARML8X41187B990644,1.985915492957745
167,ARJGQDS1187B99DDEA,ARCJT7I1187B99F56F,1.47866184448463
168,ARJGQDS1187B99DDEA,AR6XPWV1187B9ADAEB,1.9999999999999984
169,ARJGQDS1187B99DDEA,ARK9TRQ1187B99C095,1.912781954887219
170,ARJGQDS1187B99DDEA,ARKETDZ1187B9B2566,1.1548872180451129
171,ARJGQDS1187B99DDEA,AR6FIPL1187FB4D5AA,1.956613756613754
172,ARJGQDS1187B99DDEA,ARWT91C1187B9ACEAA,1.882256596906278
173,ARJGQDS1187B99DDEA,ARTH9041187FB43E1F,1.9607142857142865
174,ARJGQDS1187B99DDEA,ARD0FN11187B9B25CD,1.5325955734406431
175,ARJGQDS1187B99DDEA,ARDK87R1187B98D51C,1.94175824175824
176,ARJGQDS1187B99DDEA,ARH861H1187B9B799E,1.741852117731514
177,ARJGQDS1187B99DDEA,ARMZ4K51187B9A09C6,1.8993788819875779
178,ARJGQDS1187B99DDEA,ARMWCRO1187B9B1705,1.9702104097452948
179,ARJGQDS1187B99DDEA,ARIPLUN1187B99B9F9,1.9999999999999978
180,ARJGQDS1187B99DDEA,ARNHHIV1187FB4EA23,1.9999999999999998
181,ARJGQDS1187B99DDEA,AROQSCE1187B99F0FC,1.87687074829932
182,ARJGQDS1187B99DDEA,AR40GSU1187FB3AA01,1.9066182405165457
183,ARJGQDS1187B99DDEA,ARFFDZU1187FB50682,1.813874614594038
184,ARJGQDS1187B99DDEA,ARYGKAY1187FB4A56B,1.1814814814814818
185,ARJGQDS1187B99DDEA,ARUJ5A41187FB3F5F1,1.9615384615384595
186,ARJGQDS1187B99DDEA,ARRZUPG11F43A69EF7,1.957142857142857
187,ARJGQDS1187B99DDEA,ARNDL191187FB51583,1.88712273641851
188,ARJGQDS1187B99DDEA,ARASYMJ1187B9ACAF2,2.000000000000001
189,ARJGQDS1187B99DDEA,ARJ6VQ21187B98BC8A,1.5911737943585076
190,ARJGQDS1187B99DDEA,AR60ODO1187FB4D9AB,1.6478764478764463
191,ARJGQDS1187B99DDEA,ARRDIHY1187FB3C1B3,1.3287846481876324
192,ARJGQDS1187B99DDEA,ARULZ741187B9AD2EF,1.7374896779521087
193,ARJGQDS1187B99DDEA,ARFWL8S1187B9B4B44,1.8552238805970127
194,ARJGQDS1187B99DDEA,AR2UWUD1187B9B3B01,1.6781746031746012
195,ARJGQDS1187B99DDEA,AR9L6R11187B9AA3F2,1.9888268156424587
196,ARJGQDS1187B99DDEA,ARYJSY01187B9B7C65,1.8797540208136254
197,ARJGQDS1187B99DDEA,ARTASUV1187B9A2B67,1.2585895117540689
198,ARJGQDS1187B99DDEA,ARXPPEY1187FB51DF4,1.9576719576719597
199,ARJGQDS1187B99DDEA,AR12F2S1187FB56EEF,1.9880952380952357
200,ARJGQDS1187B99DDEA,ARXGOFQ1187FB4E311,1.9399127589967256
201,ARJGQDS1187B99DDEA,AR4ZNBW1187FB554B8,1.4857142857142844
202,ARJGQDS1187B99DDEA,AR6PJ8R1187FB5AD70,1.9571428571428584
203,ARJGQDS1187B99DDEA,ARR3ONV1187B9A2F59,1.9404761904761885
204,ARJGQDS1187B99DDEA,ARN5NHX1187FB4F755,1.8881118881118906
205,ARJGQDS1187B99DDEA,AR9AWNF1187B9AB0B4,1.9857142857142838
206,ARJGQDS1187B99DDEA,AR4VT3E1187FB570BB,1.9571428571428586
207,ARJGQDS1187B99DDEA,ARZVTZN1187FB579D4,1.8271221532091102
208,ARJGQDS1187B99DDEA,ARIJE1A1187B9A458D,1.1260051325919593
209,ARJGQDS1187B99DDEA,ARDEBMB1187B9B7CBA,1.9729729729729744
210,ARJGQDS1187B99DDEA,ARPAB1I1187B9AD8E4,1.8974025974025965
211,ARJGQDS1187B99DDEA,AR426001187FB3F2A1,1.745365321701198
212,ARJGQDS1187B99DDEA,ARUGAPO1187B9B21DB,1.7324675324675316
213,ARJGQDS1187B99DDEA,ARXFMP01187FB40768,1.8721377912867263
214,ARJGQDS1187B99DDEA,AR212SC1187FB4A4F9,2.0000000000000004
215,ARJGQDS1187B99DDEA,AR6Q4T91187B995616,1.575974025974026
216,ARJGQDS1187B99DDEA,ARR6LWJ1187FB44C8B,1.9457142857142855
217,ARJGQDS1187B99DDEA,ARKSZW81187B9B695D,1.9428571428571408
218,ARJGQDS1187B99DDEA,ARBFQ7L1187B9ACD48,1.923698781838317
219,ARJGQDS1187B99DDEA,ARJIE2Y1187B994AB7,1.5486157253599122
220,ARJGQDS1187B99DDEA,ARUGU0E1187B9B30F6,1.7583124477861312
221,ARJGQDS1187B99DDEA,AR56P361187B9AC4DB,1.9726423902894483
222,ARJGQDS1187B99DDEA,ARG8DXO1187B9AF743,1.9857142857142855
223,ARJGQDS1187B99DDEA,ARFAN5B1187FB3A6BB,1.8536851683348494
224,ARJGQDS1187B99DDEA,ARDCFNZ1187FB3DDB0,1.9857142857142844
225,ARJGQDS1187B99DDEA,AR1CB5G1187B9AFB8E,1.9336927223719673
226,ARJGQDS1187B99DDEA,ARLIBVA1187B99074B,1.9591836734693886
227,ARJGQDS1187B99DDEA,AR4KS8C1187FB4CF3D,1.8428571428571416
228,ARJGQDS1187B99DDEA,AR7AE0W1187B98E40E,1.9428571428571408
229,ARJGQDS1187B99DDEA,AR7BGWD1187FB59CCB,1.8440917107583794
230,ARJGQDS1187B99DDEA,ARIOZCU1187FB3A3DC,1.7126293995859225
231,ARJGQDS1187B99DDEA,AR949HL1187B98FAB5,1.3214285714285714
232,ARJGQDS1187B99DDEA,ARJDHQE11F4C83D7DE,1.2311769991015273
233,ARJGQDS1187B99DDEA,AR6CLFP1187B9ACB94,1.737788018433177
234,ARJGQDS1187B99DDEA,ARMBTFC1187FB56343,1.9999999999999993
235,ARJGQDS1187B99DDEA,AR1ABAO1187FB531E1,1.9722007722007735
236,ARJGQDS1187B99DDEA,ARA60941187B9AD4A3,1.9999999999999976
237,ARJGQDS1187B99DDEA,ARWA6NT1187FB3F15C,1.9512195121951224
238,ARJGQDS1187B99DDEA,AR2KSTE1187FB57A36,1.9608695652173886
239,ARJGQDS1187B99DDEA,ARAIABB1187B9AC6E2,1.942857142857142
240,ARJGQDS1187B99DDEA,ARWX5TK1187FB4CDBE,1.9417582417582402
241,ARJGQDS1187B99DDEA,ARNLO5S1187B9B80CC,1.9558035714285713
242,ARJGQDS1187B99DDEA,ARO4NIA1187B9B8289,1.4816475495307615
243,ARJGQDS1187B99DDEA,ARLHO5Z1187FB4C861,1.968586387434552
244,ARJGQDS1187B99DDEA,ARO4WQR1187B9B9825,1.88755477651183
245,ARJGQDS1187B99DDEA,AROTVAL1271F5743BC,1.941758241758239
246,ARJGQDS1187B99DDEA,ARISHTQ1187FB3E6F0,1.880219780219778
247,ARJGQDS1187B99DDEA,ARXRNDO1187FB42BE5,1.9722222222222199
248,ARJGQDS1187B99DDEA,ARBEOHF1187B9B044D,1.9714285714285693
249,ARJGQDS1187B99DDEA,AR10V391187B9956D5,1.9999999999999987
250,ARJGQDS1187B99DDEA,ARZC45S1187FB3F374,1.9858156028368765
251,ARJGQDS1187B99DDEA,ARWZ9W91187B9B2B29,1.9392026578073098
252,ARJGQDS1187B99DDEA,ARKC83D1187B9AB367,1.8898238747553826
253,ARJGQDS1187B99DDEA,ARJ7SQ31187B9AF432,1.9467532467532462
254,ARJGQDS1187B99DDEA,ARFCUN31187B9AD578,1.9714285714285695
255,ARJGQDS1187B99DDEA,AR039B11187B9B30D0,1.7857142857142843
256,ARJGQDS1187B99DDEA,ARAPH9U1187B9B34F0,1.9406593406593395
257,ARJGQDS1187B99DDEA,ARVZDOM1187B9B49C9,1.825373134328355
258,ARJGQDS1187B99DDEA,AR7RTGF1187FB38793,1.4524504692387925
259,ARJGQDS1187B99DDEA,ARM0RY81187B9AF248,1.8067669172932324
260,ARJGQDS1187B99DDEA,ARF0W6Z1187B9AC325,1.957142857142856
261,ARJGQDS1187B99DDEA,ARYECDK1187FB45587,1.9720279720279745
262,ARJGQDS1187B99DDEA,ARIFGKC1187B9B04D5,1.3351648351648338
263,ARAZCWP129462A97F1,ARE8GLF1187FB52532,1.7654351194845448
264,ARAZCWP129462A97F1,ARN69L01187B99DFFA,1.8915690866510542
265,ARAZCWP129462A97F1,ARH6W4X1187B99274F,1.7965633023898886
266,ARAZCWP129462A97F1,ARKBTPV1187FB38A79,1.856028301588808
267,ARAZCWP129462A97F1,ARMEW4Q1187FB57238,1.7671924940715542
268,ARAZCWP129462A97F1,ARO5T1P1187B9AC680,1.8160835168420202
269,ARAZCWP129462A97F1,ARVT7941187B9AEB48,1.6310448251776997
270,ARAZCWP129462A97F1,AR03BDP1187FB5B324,1.7337173238812593
271,ARAZCWP129462A97F1,ARUFTTR1187FB3A4B0,1.7532445355191262
272,ARAZCWP129462A97F1,ARW2AMZ1187FB381AC,1.7123695976154991
273,ARAZCWP129462A97F1,AR91C8S1187B990901,1.8239086387916743
274,ARAZCWP129462A97F1,ARB054P1187B9AD32E,1.8003593083314637
275,ARAZCWP129462A97F1,AR57Z841187B9B7D7D,1.1567213114754105
276,ARAZCWP129462A97F1,AR6LKUT1187FB57287,1.7444483199627936
277,ARAZCWP129462A97F1,AR1RMYB1187FB5A59E,1.8951770016631018
278,ARAZCWP129462A97F1,AR5KAA01187FB5AEB7,1.7967506509700395
279,ARAZCWP129462A97F1,ARSF0K11187B9AF319,1.7597639880653058
280,ARAZCWP129462A97F1,ARLLANI1187FB5116F,1.93064930890389
281,ARAZCWP129462A97F1,ARMM6WZ1187FB4958D,1.8392698766915567
282,ARAZCWP129462A97F1,AR8L6W21187B9AD317,1.6822794691647145
283,ARAZCWP129462A97F1,ARE2G8K1187FB53219,1.8610178418592407
284,ARAZCWP129462A97F1,ARJA1841187FB3A029,1.7789673246347735
285,ARAZCWP129462A97F1,ARAPI451187B9B6E6F,1.9417913993822775
286,ARAZCWP129462A97F1,AR20CFC1187B98A25D,1.785634340641255
287,ARAZCWP129462A97F1,ARVHQNN1187B9B9FA3,1.736405670831901
288,ARAZCWP129462A97F1,ARUM60L1187B9A7E1F,1.7007324729682594
289,ARAZCWP129462A97F1,AR6681Y1187FB39B02,1.647698612862547
290,ARAZCWP129462A97F1,AR5FP401187FB523C9,1.7225822849154924
291,ARAZCWP129462A97F1,ARSC6WR1187FB40B18,1.7801179748851024
292,ARAZCWP129462A97F1,AR65K7A1187FB4DAA4,1.6715086117451767
293,ARAZCWP129462A97F1,ARYVO9V1187B9B1FC6,1.7362749604208156
294,ARAZCWP129462A97F1,ARCNOK81187B98CA3F,1.393121182899389
295,ARAZCWP129462A97F1,ARP061U1187FB4D572,1.7134882258127917
296,ARAZCWP129462A97F1,ARML8X41187B990644,1.828061263757408
297,ARAZCWP129462A97F1,ARCJT7I1187B99F56F,1.9326969634087308
298,ARAZCWP129462A97F1,AR6XPWV1187B9ADAEB,1.846593472702663
299,ARAZCWP129462A97F1,ARK9TRQ1187B99C095,1.8196310448251793
300,ARAZCWP129462A97F1,ARKETDZ1187B9B2566,1.8824931180410054
301,ARAZCWP129462A97F1,AR6FIPL1187FB4D5AA,1.777534911961141
302,ARAZCWP129462A97F1,ARWT91C1187B9ACEAA,1.7377745292541165
303,ARAZCWP129462A97F1,ARTH9041187FB43E1F,1.5204918032786883
304,ARAZCWP129462A97F1,ARD0FN11187B9B25CD,1.80620334026014
305,ARAZCWP129462A97F1,ARDK87R1187B98D51C,1.7680538041193776
306,ARAZCWP129462A97F1,ARH861H1187B9B799E,1.7207348216492298
307,ARAZCWP129462A97F1,ARMZ4K51187B9A09C6,1.8472321216440972
308,ARAZCWP129462A97F1,ARMWCRO1187B9B1705,1.6436650146143108
309,ARAZCWP129462A97F1,ARIPLUN1187B99B9F9,1.7536429872495443
310,ARAZCWP129462A97F1,ARNHHIV1187FB4EA23,1.8391393442622956
311,ARAZCWP129462A97F1,AROQSCE1187B99F0FC,1.8608230177316838
312,ARAZCWP129462A97F1,AR40GSU1187FB3AA01,1.7806798184680936
313,ARAZCWP129462A97F1,ARFFDZU1187FB50682,1.9205881196682
314,ARAZCWP129462A97F1,ARYGKAY1187FB4A56B,1.8455778182554152
315,ARAZCWP129462A97F1,ARUJ5A41187FB3F5F1,1.8104245481294658
316,ARAZCWP129462A97F1,ARRZUPG11F43A69EF7,1.7095286885245906
317,ARAZCWP129462A97F1,ARNDL191187FB51583,1.8280612637574079
318,ARAZCWP129462A97F1,ARASYMJ1187B9ACAF2,1.940780277036474
319,ARAZCWP129462A97F1,ARJ6VQ21187B98BC8A,1.896209668998643
320,ARAZCWP129462A97F1,AR60ODO1187FB4D9AB,1.7942401417811251
321,ARAZCWP129462A97F1,ARRDIHY1187FB3C1B3,1.897642932876601
322,ARAZCWP129462A97F1,ARULZ741187B9AD2EF,1.6220979816166037
323,ARAZCWP129462A97F1,ARFWL8S1187B9B4B44,1.806214827501835
324,ARAZCWP129462A97F1,AR2UWUD1187B9B3B01,1.7418032786885245
325,ARAZCWP129462A97F1,AR9L6R11187B9AA3F2,1.8899777146869383
326,ARAZCWP129462A97F1,ARYJSY01187B9B7C65,1.7854015126841114
327,ARAZCWP129462A97F1,ARTASUV1187B9A2B67,1.8222314449747536
328,ARAZCWP129462A97F1,ARXPPEY1187FB51DF4,1.722439066701363
329,ARAZCWP129462A97F1,AR12F2S1187FB56EEF,1.8122560499609681
330,ARAZCWP129462A97F1,ARXGOFQ1187FB4E311,1.4563050098026946
331,ARAZCWP129462A97F1,AR4ZNBW1187FB554B8,1.7898516783762684
332,ARAZCWP129462A97F1,AR6PJ8R1187FB5AD70,1.6655229381115788
333,ARAZCWP129462A97F1,ARR3ONV1187B9A2F59,1.8303278688524587
334,ARAZCWP129462A97F1,ARN5NHX1187FB4F755,1.8876533302762826
335,ARAZCWP129462A97F1,AR9AWNF1187B9AB0B4,1.8722275795564125
336,ARAZCWP129462A97F1,AR4VT3E1187FB570BB,1.7804041174228
337,ARAZCWP129462A97F1,ARZVTZN1187FB579D4,1.8871465906391076
338,ARAZCWP129462A97F1,ARIJE1A1187B9A458D,1.8417591047413377
339,ARAZCWP129462A97F1,ARDEBMB1187B9B7CBA,1.7871806232461984
